id,ax,ay,az
21582,16.104,-20.496,994.544
21583,13.664,-18.056,984.296
21584,13.664,-17.568,981.856
21585,16.592,-10.736,975.024
21586,10.736,-12.2,964.776
21587,13.664,-15.616,964.776
21588,12.2,-10.736,977.464
21589,18.056,-15.616,1001.376
21590,12.688,-13.176,998.448
21591,7.32,-9.272,991.616
21592,17.568,-17.568,995.52
21593,10.736,-15.128,1015.04
21594,15.616,-19.52,1007.72
21595,17.568,-18.544,1007.232
21596,12.688,-17.08,1015.04
21597,19.032,-16.104,1036.024
21598,20.496,-16.592,1037.488
21599,16.104,-14.152,1023.824
21600,17.08,-19.032,1006.256
21601,14.152,-23.424,1008.208
21602,12.688,-19.032,1015.528
21603,15.128,-20.984,1011.624
21604,11.224,-19.032,996.008
21605,10.736,-22.936,995.52
21606,8.784,-20.496,997.96
21607,1.952,-19.032,992.592
21608,0.488,-20.008,989.664
21609,3.416,-20.984,988.688
21610,-1.952,-19.032,981.368
21611,-4.88,-26.84,983.808
21612,-8.296,-20.008,977.952
21613,-4.88,-25.376,976.0
21614,-6.344,-25.864,982.832
21615,-0.488,-20.984,989.176
21616,-1.952,-24.888,996.496
21617,3.416,-30.256,998.936
21618,-3.416,-22.448,993.08
21619,-1.952,-26.84,996.496
21620,7.808,-27.328,1011.624
21621,12.688,-27.328,1027.728
21622,19.52,-27.328,1029.68
21623,14.152,-21.96,1022.848
21624,15.128,-20.008,1007.72
21625,13.664,-17.568,1011.624
21626,18.544,-19.032,1012.6
21627,21.472,-15.616,1007.232
21628,25.864,-16.592,1007.232
21629,21.472,-13.664,1004.792
21630,21.96,-19.52,1004.304
21631,20.008,-11.712,1003.328
21632,23.912,-9.272,1007.72
21633,25.864,-15.616,1016.992
21634,13.664,-10.248,1029.68
21635,19.52,-12.2,1028.704
21636,13.664,-9.272,1016.016
21637,16.592,-3.904,1004.304
21638,14.64,-10.248,986.248
21639,8.296,-11.224,964.288
21640,12.2,-11.712,953.064
21641,10.736,-9.76,966.728
21642,17.568,-3.416,988.2
21643,11.712,-12.688,999.424
21644,9.272,-7.808,988.2
21645,7.32,-7.32,991.616
21646,8.296,-15.128,1027.24
21647,18.544,-9.272,1024.8
21648,15.616,-17.08,1008.696
21649,13.664,-8.784,993.568
21650,12.2,-14.64,998.936
21651,18.056,-17.568,1013.576
21652,15.616,-10.248,1008.696
21653,17.568,-13.664,997.96
21654,17.568,-22.936,997.96
21655,12.688,-13.664,1008.696
21656,8.296,-25.864,1019.432
21657,14.64,-18.056,1013.088
21658,9.272,-19.52,1021.384
21659,8.296,-21.472,1037.976
21660,11.224,-18.056,1026.264
21661,0.488,-18.544,1009.184
21662,5.856,-20.984,990.152
21663,-2.928,-18.056,980.392
21664,-1.952,-20.984,985.76
21665,0.0,-14.64,982.344
21666,3.416,-19.032,973.072
21667,-1.464,-20.984,979.416
21668,-1.464,-16.104,977.464
21669,1.464,-22.448,981.368
21670,-5.856,-20.008,985.272
21671,3.416,-19.52,985.76
21672,8.784,-19.52,1013.576
21673,12.688,-11.224,1020.408
21674,14.64,-14.64,1005.768
21675,12.2,-14.152,996.008
21676,11.712,-11.712,996.984
21677,22.936,-12.688,995.032
21678,15.616,-13.176,998.936
21679,20.984,-10.248,1010.16
21680,22.448,-7.32,1017.968
21681,26.352,-7.808,1030.168
21682,21.472,-5.856,1019.92
21683,21.96,-12.688,1011.136
21684,20.984,-10.248,1023.336
21685,24.4,-5.856,1039.928
21686,22.448,-5.856,1034.072
21687,22.936,-7.808,1017.968
21688,12.688,-5.856,1003.816
21689,13.664,-5.856,988.2
21690,16.104,-6.344,986.248
21691,18.544,-7.808,971.608
21692,6.832,-9.76,951.112
21693,9.76,-11.224,943.304
21694,5.856,-11.224,973.072
21695,18.544,-11.712,989.664
21696,17.08,-11.712,1001.376
21697,12.688,-12.688,1007.72
21698,17.08,-15.616,1014.064
21699,8.296,-13.176,1029.192
21700,18.056,-13.176,1013.576
21701,14.64,-11.712,1010.648
21702,19.52,-13.664,1012.6
21703,16.592,-18.056,1028.704
21704,15.616,-12.688,1026.752
21705,20.496,-13.664,1010.16
21706,17.08,-14.64,993.08
21707,13.176,-14.64,990.64
21708,16.592,-20.496,1015.528
21709,11.224,-13.176,1015.04
21710,19.032,-20.008,1018.456
21711,15.616,-16.592,1024.312
21712,14.64,-16.592,1025.776
21713,8.784,-20.984,1015.04
21714,-0.976,-22.448,1005.768
21715,6.832,-20.008,988.2
21716,14.152,-22.448,994.544
21717,11.224,-18.544,982.344
21718,-1.952,-22.448,983.808
21719,-1.464,-22.448,982.344
21720,5.368,-21.472,970.144
21721,10.248,-24.888,984.784
21722,9.76,-11.224,993.08
21723,3.904,-13.176,1017.968
21724,12.2,-22.448,1035.048
21725,8.784,-15.616,995.52
21726,10.736,-24.888,987.224
21727,9.76,-17.568,1012.112
21728,14.64,-14.64,1024.312
21729,21.472,-18.056,1029.192
21730,20.984,-15.128,1007.232
21731,25.376,-10.248,985.272
21732,18.056,-14.152,996.496
21733,17.08,-14.152,1019.92
21734,15.616,-8.784,1005.768
21735,27.328,-15.616,991.616
21736,20.008,-9.76,991.616
21737,25.376,-17.568,995.032
21738,9.76,-19.032,1004.792
21739,21.472,-9.76,995.032
21740,25.376,-13.176,976.976
21741,18.544,-17.568,986.248
21742,17.568,-5.856,1012.6
21743,22.448,-9.272,1024.312
21744,12.688,-5.856,998.448
21745,12.2,-15.128,973.072
21746,12.688,-13.664,975.512
21747,7.808,-4.392,1005.768
21748,20.008,-11.712,1031.144
21749,28.304,-10.248,1024.312
21750,11.224,-8.784,997.472
21751,10.248,-19.52,979.904
21752,11.712,-9.272,1014.552
21753,23.912,-17.08,1010.648
21754,21.96,-6.344,988.2
21755,14.64,-11.224,989.664
21756,17.08,-20.496,999.424
21757,14.64,-10.248,1007.232
21758,7.32,-14.64,997.472
21759,16.104,-18.056,994.056
21760,17.08,-15.128,987.712
21761,22.448,-14.152,1038.464
21762,15.128,-12.688,1029.68
21763,9.76,-14.64,1002.352
21764,15.128,-21.96,987.224
21765,18.056,-7.808,986.736
21766,13.664,-9.272,997.472
21767,12.688,-22.448,1012.6
21768,1.952,-11.224,996.496
21769,5.856,-12.2,989.664
21770,14.152,-8.784,1016.016
21771,5.368,-13.664,1014.552
21772,4.392,-27.328,1013.576
21773,-0.488,-13.176,1005.28
21774,6.344,-13.664,1006.256
21775,22.936,-21.472,1023.824
21776,9.272,-14.64,1009.672
21777,6.832,-17.568,977.952
21778,5.368,-29.28,972.584
21779,3.904,-15.128,992.104
21780,17.08,-27.328,1007.72
21781,13.664,-14.64,996.496
21782,8.784,-20.496,990.64
21783,22.936,-35.136,1000.4
21784,15.616,-13.664,1006.256
21785,21.96,-20.496,1010.16
21786,33.184,-33.184,1021.384
21787,19.52,-10.248,1046.272
21788,25.376,-21.472,1021.384
21789,19.032,-10.736,985.272
21790,17.08,-14.64,966.24
21791,24.4,-20.984,980.392
21792,13.176,-6.344,998.448
21793,19.032,-10.736,996.008
21794,19.032,-20.008,974.048
21795,15.128,-15.616,967.216
21796,11.712,-17.08,1031.632
21797,8.296,-9.272,1025.776
21798,0.976,-14.64,1011.136
21799,11.224,-20.496,993.568
21800,6.344,-5.856,1010.16
21801,7.32,-10.736,1039.928
21802,11.224,-17.568,1028.704
21803,-2.928,-6.832,976.976
21804,3.904,-13.664,938.424
21805,12.2,-15.616,996.008
21806,19.032,-7.808,1010.648
21807,9.76,-17.08,1001.376
21808,7.32,-4.392,986.248
21809,14.64,-13.664,1000.4
21810,9.76,-21.472,1017.48
21811,11.712,-2.44,1015.528
21812,10.736,-15.616,1010.648
21813,22.448,-16.104,1013.088
21814,20.984,-9.272,1007.232
21815,16.592,-10.248,991.616
21816,14.152,-3.416,976.976
21817,14.152,-14.152,981.368
21818,26.84,-13.664,978.928
21819,11.712,-4.88,976.976
21820,19.032,-18.544,976.0
21821,10.248,-16.104,996.008
21822,7.32,-14.152,1012.112
21823,19.032,-19.52,1024.312
21824,14.64,-20.008,1021.384
21825,3.904,-22.936,1024.8
21826,3.904,-22.936,1031.632
21827,11.712,-20.496,1026.264
21828,3.416,-20.496,1016.504
21829,18.544,-21.472,1001.376
21830,3.416,-18.056,983.808
21831,2.44,-18.056,977.464
21832,0.976,-22.448,973.072
21833,11.712,-18.056,986.736
21834,20.008,-22.936,992.104
21835,14.152,-22.448,994.056
21836,4.392,-18.056,1002.352
21837,13.664,-19.52,1001.864
21838,13.664,-18.544,1007.72
21839,20.496,-16.592,1019.92
21840,28.304,-16.104,1020.408
21841,17.08,-18.056,1018.944
21842,13.176,-12.688,1005.768
21843,19.032,-14.64,988.688
21844,22.448,-13.176,977.464
21845,15.128,-14.152,981.368
21846,15.616,-13.176,992.592
21847,12.688,-18.544,998.448
21848,17.08,-20.496,990.152
21849,9.76,-15.616,1002.84
21850,15.128,-20.496,1051.152
21851,2.44,-13.176,1043.832
21852,10.736,-24.888,1027.24
21853,7.808,-17.568,1010.16
21854,6.344,-11.712,1009.184
21855,7.808,-18.544,1010.648
21856,-0.488,-12.688,978.928
21857,6.344,-15.616,943.304
21858,2.44,-14.152,965.264
21859,6.832,-11.712,975.024
21860,2.928,-12.688,974.536
21861,0.976,-17.08,974.048
21862,10.248,-9.76,978.928
21863,12.688,-11.712,1009.184
21864,14.64,-14.64,1024.312
21865,11.224,-11.224,1009.184
21866,16.104,-14.152,1008.208
21867,17.08,-15.128,1024.8
21868,21.472,-11.712,996.008
21869,9.76,-26.352,975.512
21870,11.712,-17.568,975.024
21871,17.08,-20.008,1005.768
21872,20.984,-21.96,1027.24
21873,13.176,-17.568,1016.504
21874,8.296,-22.936,993.568
21875,4.88,-31.72,1008.208
21876,4.88,-22.936,1050.664
21877,13.176,-35.136,1037.488
21878,8.296,-25.376,1015.04
21879,10.736,-27.816,1008.208
21880,1.952,-25.376,1011.136
21881,-0.976,-20.496,998.448
21882,4.88,-26.352,959.408
21883,4.88,-23.424,938.912
21884,4.88,-21.96,953.064
21885,9.272,-20.496,983.808
21886,10.248,-20.496,980.88
21887,13.176,-22.936,977.464
21888,16.104,-19.032,991.128
21889,16.104,-18.544,1022.848
21890,10.248,-19.52,1031.144
21891,17.08,-16.104,1011.624
21892,14.152,-18.544,1014.552
21893,25.864,-16.104,1038.952
21894,28.304,-20.984,1038.464
21895,13.176,-20.008,1007.232
21896,18.056,-18.544,980.88
21897,15.616,-18.056,984.296
21898,19.52,-18.056,1004.792
21899,19.032,-19.52,1008.696
21900,16.104,-19.52,991.128
21901,14.64,-20.984,988.2
21902,10.736,-20.008,994.544
21903,16.592,-20.496,1038.952
21904,16.592,-13.664,1041.88
21905,17.08,-13.176,1028.704
21906,10.736,-18.544,1011.624
21907,-0.488,-13.664,1002.352
21908,3.904,-11.224,988.688
21909,6.832,-17.08,988.2
21910,9.76,-11.712,987.712
21911,18.056,-11.224,976.488
21912,14.64,-15.616,977.952
21913,7.808,-13.176,991.128
21914,16.104,-13.176,997.96
21915,18.544,-13.664,1000.888
21916,21.472,-17.568,1013.088
21917,23.424,-17.08,1022.36
21918,18.544,-11.224,1030.656
21919,20.008,-18.056,1038.464
21920,25.864,-14.64,1006.256
21921,17.568,-21.472,987.224
21922,14.64,-19.52,974.048
21923,8.296,-18.544,967.216
21924,10.736,-26.352,985.76
21925,15.616,-19.032,993.08
21926,13.664,-20.008,994.544
21927,10.248,-30.744,999.424
21928,2.928,-29.768,1010.648
21929,5.368,-23.912,1026.752
21930,0.488,-23.424,1022.36
21931,2.44,-16.592,1019.432
21932,-4.392,-22.936,1027.728
21933,-3.416,-15.616,1019.92
21934,-9.272,-12.2,996.008
21935,-6.832,-22.448,971.12
21936,-7.32,-20.984,959.896
21937,-7.808,-14.152,971.608
21938,6.832,-24.888,989.176
21939,2.928,-15.616,979.904
21940,8.784,-21.96,983.32
21941,6.832,-17.568,998.448
21942,16.104,-10.248,1013.576
21943,15.128,-19.032,1023.336
21944,25.376,-14.64,1010.16
21945,17.568,-15.616,993.568
21946,19.52,-22.936,996.984
21947,19.52,-6.832,1032.12
21948,37.576,-22.936,1026.264
21949,24.4,-15.616,1001.864
21950,23.424,-11.224,981.856
21951,19.52,-20.984,1010.16
21952,19.032,-15.128,1023.824
21953,22.936,-9.76,1021.872
21954,28.792,-23.424,1011.624
21955,27.328,-20.496,1006.256
21956,12.2,-27.328,1048.224
21957,15.616,-16.592,1044.808
21958,11.712,-16.592,1025.288
21959,20.496,-23.912,1004.792
21960,9.272,-12.688,998.448
21961,6.344,-18.544,1004.792
21962,9.76,-21.96,998.936
21963,10.248,-16.104,975.024
21964,16.592,-18.544,977.464
21965,19.032,-18.056,968.192
21966,9.272,-19.032,956.968
21967,15.616,-26.352,961.36
21968,17.568,-15.128,971.12
21969,26.84,-16.104,993.568
21970,27.816,-22.936,1025.288
21971,27.328,-14.64,1022.848
21972,14.64,-13.176,1017.48
21973,17.568,-23.912,1012.112
21974,17.568,-8.784,1009.672
21975,20.008,-19.032,1008.696
21976,11.712,-9.272,998.936
21977,14.152,-11.224,998.936
21978,10.736,-21.472,1021.872
21979,6.344,-13.176,1019.432
21980,4.88,-13.664,1014.064
21981,4.88,-30.256,1031.144
21982,3.416,-17.08,1023.336
21983,-0.976,-27.816,1015.528
21984,-16.104,-11.712,1008.208
21985,0.0,-15.128,1011.624
21986,6.832,-24.888,1027.24
21987,-3.416,-11.224,1013.088
21988,-2.44,-20.984,965.752
21989,-5.856,-29.768,942.328
21990,-10.736,-15.128,949.648
21991,-5.856,-20.008,994.544
21992,10.736,-16.104,987.712
21993,7.32,-21.96,979.416
21994,14.152,-24.888,991.616
21995,8.296,-12.688,1012.6
21996,19.032,-20.984,1029.192
21997,24.4,-25.864,1030.656
21998,26.84,-14.64,1007.72
21999,26.352,-18.056,1010.648
22000,34.16,-30.744,1022.848
22001,20.496,-13.664,1016.992
22002,38.064,-22.936,1002.84
22003,17.08,-2.44,999.424
22004,24.888,-14.152,997.96
22005,14.152,-22.936,986.736
22006,12.688,-8.784,979.904
22007,19.52,-18.056,994.544
22008,30.256,-20.008,1017.968
22009,10.248,-18.056,1019.432
22010,19.032,-24.4,996.984
22011,-3.416,-10.736,997.96
22012,13.176,-19.032,1019.432
22013,18.056,-19.032,1031.144
22014,7.808,-8.784,1027.728
22015,8.784,-22.448,1014.552
22016,3.416,-20.984,985.272
22017,4.88,-2.928,1003.816
22018,14.152,-17.08,1003.816
22019,21.96,-4.88,978.44
22020,13.664,-20.496,987.712
22021,16.104,-15.128,992.104
22022,14.64,-0.488,994.544
22023,26.352,-20.496,1012.6
22024,31.72,-8.784,1020.896
22025,25.864,-2.928,1018.944
22026,24.888,-19.52,989.176
22027,9.76,-6.344,950.136
22028,25.376,-20.496,963.8
22029,19.52,-12.688,1000.4
22030,20.496,0.0,1002.84
22031,15.128,-17.08,1006.744
22032,10.248,-14.152,986.736
22033,-1.464,-2.928,973.072
22034,3.904,-20.008,1010.16
22035,11.224,-17.08,1025.288
22036,7.32,-22.448,1015.04
22037,-4.392,-16.104,1007.72
22038,-10.736,-11.224,1012.6
22039,8.784,-23.912,1029.192
22040,-1.952,-17.08,1040.904
22041,5.856,-13.664,1023.336
22042,0.488,-30.256,998.936
22043,-6.832,-21.96,984.296
22044,-2.928,-21.96,1008.696
22045,24.4,-14.152,1020.408
22046,16.592,-9.272,1010.16
22047,24.888,-26.84,986.248
22048,14.152,-23.912,965.264
22049,6.832,-13.176,982.344
22050,35.624,-31.232,1015.04
22051,33.672,-17.568,1036.024
22052,27.816,-13.664,1030.168
22053,29.768,-20.008,980.392
22054,13.664,-16.104,987.712
22055,32.696,-32.696,996.984
22056,29.768,-16.592,985.76
22057,22.448,-12.2,995.032
22058,20.008,-27.328,999.424
22059,5.368,-12.2,990.152
22060,4.88,-15.616,999.912
22061,11.224,-21.96,1009.184
22062,10.248,-17.568,1035.536
22063,11.712,-26.84,1042.856
22064,-2.928,-14.152,1016.504
22065,-5.856,-16.104,1000.4
22066,6.832,-21.472,1012.112
22067,1.952,-8.784,1020.896
22068,7.808,-14.152,1025.288
22069,0.976,-15.128,1009.184
22070,5.368,-10.736,953.064
22071,13.176,-18.544,971.608
22072,17.08,-7.32,989.664
22073,13.176,-11.712,995.52
22074,23.424,-15.128,996.496
22075,17.568,-5.856,988.688
22076,26.84,-9.76,1008.208
22077,30.256,-15.128,1027.728
22078,26.84,1.464,1034.072
22079,30.256,-17.08,1007.72
22080,21.96,-2.44,974.536
22081,16.592,-6.832,968.192
22082,22.448,-15.616,990.64
22083,22.936,3.904,1012.6
22084,29.28,-9.272,1007.232
22085,17.08,-15.616,979.904
22086,4.88,-5.368,951.112
22087,7.808,-15.128,962.336
22088,12.688,-2.928,1037.488
22089,20.984,-22.936,1039.44
22090,12.688,-22.448,1019.92
22091,-3.416,-15.616,998.936
22092,1.464,-24.4,1008.208
22093,3.904,-20.984,1027.728
22094,11.224,-10.248,1035.048
22095,19.52,-25.376,1023.336
22096,10.736,-19.032,976.976
22097,-0.488,-29.28,987.712
22098,15.128,-22.448,995.52
22099,22.448,-17.08,992.592
22100,23.424,-29.768,1012.6
22101,23.424,-24.888,1006.256
22102,8.784,-17.08,1015.528
22103,22.936,-32.208,1035.536
22104,30.744,-19.032,1037.976
22105,23.912,-7.808,1018.944
22106,31.232,-17.568,999.912
22107,11.224,-11.712,977.464
22108,20.496,-20.496,964.288
22109,20.984,-14.152,954.528
22110,18.056,0.488,954.528
22111,19.52,-23.912,973.072
22112,8.296,-15.128,969.656
22113,1.952,-6.832,943.792
22114,5.856,-27.816,988.2
22115,6.344,-5.856,1027.728
22116,14.152,-25.376,1066.768
22117,-3.416,-16.104,1043.832
22118,-3.904,-11.712,1004.304
22119,5.856,-20.984,1014.064
22120,2.44,-10.248,1052.616
22121,8.296,0.976,1066.768
22122,12.2,-16.592,1046.76
22123,-1.952,-10.248,969.656
22124,9.76,-20.496,975.024
22125,8.296,-7.32,1006.256
22126,20.496,-6.344,1016.016
22127,28.792,-19.032,1016.016
22128,20.008,-10.736,1000.4
22129,21.472,-8.296,997.472
22130,22.936,-13.664,1004.304
22131,20.984,-6.832,1007.232
22132,20.496,-12.688,993.568
22133,22.936,-2.44,976.976
22134,18.544,-0.976,965.264
22135,21.96,-14.152,948.184
22136,9.76,-7.808,933.544
22137,7.808,-10.248,948.184
22138,18.544,-16.104,956.968
22139,15.616,-5.368,978.44
22140,9.76,-16.104,1005.768
22141,7.32,-14.152,1033.584
22142,-0.976,-19.52,1052.128
22143,11.224,-26.84,1050.176
22144,4.88,-14.152,1036.024
22145,3.416,-24.888,1023.824
22146,-0.488,-27.816,1013.088
22147,-1.952,-20.008,1014.064
22148,9.272,-18.056,1026.264
22149,15.616,-25.376,982.344
22150,7.32,-22.448,962.824
22151,2.928,-29.28,979.416
22152,10.736,-16.592,1006.744
22153,22.448,-18.056,1032.12
22154,29.28,-31.232,1035.048
22155,20.496,-11.224,1010.648
22156,8.296,-22.448,1004.304
22157,19.52,-24.888,1013.576
22158,17.08,-8.296,1007.232
22159,24.888,-19.032,992.104
22160,14.64,-2.928,976.0
22161,9.272,-13.664,963.312
22162,14.152,-20.008,946.72
22163,0.488,-6.344,945.256
22164,25.376,-9.76,962.336
22165,20.008,-14.152,1005.768
22166,14.64,-1.952,1026.264
22167,0.488,-17.568,1000.888
22168,5.856,-7.808,1000.4
22169,11.224,-13.664,1037.0
22170,19.52,-18.544,1043.344
22171,4.88,-11.712,1023.824
22172,1.952,-19.032,995.032
22173,8.296,-16.592,982.832
22174,7.32,-12.2,1007.232
22175,18.544,-12.688,1023.824
22176,8.296,-13.664,994.056
22177,6.344,-19.52,994.544
22178,15.128,-12.2,1017.48
22179,22.936,-14.152,1031.144
22180,19.52,-15.128,1043.344
22181,19.52,-16.592,1034.56
22182,11.224,-8.296,1022.848
22183,27.816,-13.176,999.912
22184,20.496,-8.784,986.736
22185,11.712,-2.44,989.176
22186,13.176,-7.32,996.008
22187,14.152,-5.368,975.512
22188,14.152,-15.128,952.088
22189,7.32,-14.152,940.864
22190,7.808,-8.784,956.968
22191,7.808,-17.08,997.96
22192,11.224,-11.712,1018.456
22193,14.152,-12.2,1021.872
22194,6.832,-23.424,994.544
22195,-3.904,-13.664,1006.256
22196,-2.44,-19.52,1025.776
22197,8.296,-19.52,1014.552
22198,4.88,-20.496,996.008
22199,5.856,-28.792,978.44
22200,-6.832,-22.936,983.32
22201,0.0,-25.376,999.912
22202,3.416,-27.816,1020.408
22203,14.64,-20.008,1049.688
22204,9.272,-20.496,1059.448
22205,10.248,-20.984,1051.152
22206,6.832,-20.496,1049.688
22207,10.248,-16.592,1041.392
22208,26.352,-16.104,1028.216
22209,25.864,-11.224,1014.552
22210,15.616,-2.928,992.104
22211,17.568,-17.568,969.656
22212,10.248,-7.808,935.496
22213,22.448,-15.128,939.888
22214,16.104,-13.176,948.672
22215,8.296,-10.248,950.136
22216,2.928,-20.496,960.384
22217,14.64,-18.056,973.56
22218,14.152,-7.808,1009.672
22219,30.256,-14.64,1051.152
22220,21.96,-11.224,1040.416
22221,3.416,-18.544,1006.744
22222,7.32,-13.664,1007.232
22223,18.056,-13.664,1028.216
22224,17.568,-17.568,1034.56
22225,13.664,-18.544,1000.888
22226,4.392,-23.424,976.976
22227,5.856,-25.376,973.56
22228,13.176,-24.4,994.056
22229,12.2,-22.448,1056.032
22230,24.4,-20.496,1054.568
22231,12.2,-21.472,1053.104
22232,15.616,-17.08,1035.536
22233,20.008,-23.424,1017.48
22234,20.008,-18.056,1015.04
22235,22.448,-11.224,1017.968
22236,24.4,-16.104,1002.352
22237,17.568,-16.104,959.408
22238,13.664,-17.08,914.024
22239,13.176,-13.176,947.696
22240,15.128,-13.664,996.496
22241,20.984,-17.568,995.032
22242,9.272,-14.64,976.488
22243,7.32,-21.96,972.584
22244,15.616,-22.448,985.76
22245,4.88,-11.712,1031.632
22246,11.712,-20.984,1052.616
22247,14.64,-17.08,1000.4
22248,7.32,-22.936,1002.352
22249,1.464,-19.52,1010.648
22250,3.416,-11.712,1006.744
22251,-2.928,-15.128,1002.84
22252,12.688,-24.888,983.32
22253,6.832,-20.008,978.928
22254,-5.856,-24.4,1004.792
22255,6.832,-26.84,1030.168
22256,2.44,-17.568,1058.96
22257,16.592,-23.424,1059.448
22258,7.32,-17.08,1041.88
22259,-0.488,-20.496,1024.312
22260,7.808,-29.28,1015.528
22261,11.712,-12.2,1003.816
22262,11.712,-13.176,1010.16
22263,25.376,-26.352,990.152
22264,2.44,-4.88,947.696
22265,0.976,-26.84,956.48
22266,13.176,-4.392,980.88
22267,24.4,-15.128,996.008
22268,14.64,-28.792,993.08
22269,6.832,-7.32,976.0
22270,4.88,-20.008,986.736
22271,22.936,-30.744,1018.944
22272,19.032,-7.32,1032.12
22273,29.28,-16.592,1035.048
22274,26.84,-4.88,1003.328
22275,14.152,-23.424,976.0
22276,9.76,-29.768,962.824
22277,20.496,-12.688,970.632
22278,26.84,-16.592,1005.768
22279,28.792,-28.792,1034.072
22280,15.128,-18.544,1027.24
22281,9.272,-31.232,1005.768
22282,17.568,-33.672,1041.392
22283,17.08,-23.912,1098.488
22284,27.816,-23.912,1098.488
22285,16.104,-18.056,1055.056
22286,11.224,-24.888,1006.744
22287,16.104,-23.912,988.688
22288,24.4,-15.616,988.688
22289,15.128,-16.592,996.008
22290,20.496,-18.544,957.456
22291,10.736,-12.688,922.808
22292,25.864,-16.592,954.528
22293,19.52,-7.808,977.952
22294,18.544,-16.104,988.2
22295,14.152,-14.64,994.544
22296,19.52,-9.272,996.496
22297,14.64,-15.616,1013.576
22298,19.52,-19.032,1000.4
22299,11.224,-13.664,987.712
22300,5.368,-18.544,1024.312
22301,7.808,-15.128,1016.504
22302,9.272,-17.08,997.96
22303,1.464,-15.128,987.712
22304,5.856,-11.224,1004.792
22305,-2.928,-13.664,1037.0
22306,13.176,-21.96,1033.096
22307,4.88,-17.568,1011.136
22308,1.952,-20.984,1000.4
22309,10.736,-21.96,1064.816
22310,15.128,-15.616,1077.992
22311,11.224,-19.032,1053.592
22312,7.808,-13.664,997.96
22313,0.0,-21.96,960.384
22314,1.952,-12.688,969.656
22315,8.784,-3.904,988.688
22316,16.104,-9.76,995.52
22317,25.376,-15.128,973.072
22318,12.688,-6.832,924.272
22319,4.88,-15.616,953.064
22320,7.808,-8.784,985.76
22321,24.888,-16.104,1000.888
22322,27.816,-21.472,1001.376
22323,15.128,-13.664,999.424
22324,9.272,-23.424,1004.792
22325,10.248,-25.864,1013.576
22326,14.152,-13.664,1026.752
22327,26.84,-22.448,1028.704
22328,10.248,-19.52,1028.704
22329,4.88,-23.912,1023.824
22330,8.784,-21.472,1016.016
22331,18.056,-22.936,1028.704
22332,27.328,-20.984,1039.928
22333,26.84,-20.496,1033.584
22334,16.592,-28.792,1017.968
22335,6.832,-25.376,1004.304
22336,16.592,-17.08,1015.528
22337,31.72,-16.104,1032.12
22338,28.792,-18.056,1013.088
22339,12.2,-18.544,991.616
22340,8.784,-14.64,978.928
22341,15.128,-10.736,966.728
22342,23.424,-9.76,961.848
22343,24.4,-11.712,973.072
22344,20.008,-13.664,977.464
22345,13.664,-14.152,981.368
22346,23.424,-9.76,979.416
22347,24.888,-7.32,988.2
22348,18.544,-8.784,1005.768
22349,13.664,-9.76,1035.048
22350,16.104,-13.664,1048.224
22351,15.616,-12.688,1028.216
22352,9.272,-12.2,988.688
22353,16.104,-15.128,1008.208
22354,2.44,-10.736,1049.2
22355,16.104,-13.664,1048.224
22356,11.224,-14.152,1010.16
22357,6.832,-12.2,980.392
22358,1.464,-13.664,996.496
22359,-2.928,-4.88,1038.952
22360,-1.464,-8.296,1048.224
22361,14.64,-14.64,1004.792
22362,5.368,-10.736,979.416
22363,9.272,-14.152,1021.384
22364,12.688,-7.32,1037.976
22365,12.688,-14.152,1009.184
22366,12.2,-17.568,972.096
22367,5.856,-12.2,952.088
22368,0.488,-13.176,983.32
22369,10.248,-15.616,1021.872
22370,15.616,-8.296,1018.944
22371,19.52,-18.056,969.168
22372,16.104,-13.664,963.8
22373,-0.488,-18.056,975.024
22374,19.032,-20.984,993.568
22375,21.96,-15.128,999.912
22376,30.256,-17.568,996.984
22377,20.496,-17.08,1002.84
22378,15.128,-18.544,996.008
22379,6.832,-18.544,995.032
22380,18.544,-17.568,1024.8
22381,30.256,-8.784,1047.248
22382,22.448,-20.008,1035.536
22383,8.296,-22.936,1007.72
22384,-0.976,-18.056,990.64
22385,22.448,-24.4,1000.888
22386,19.032,-14.152,1023.336
22387,28.304,-9.76,1034.072
22388,21.472,-20.008,1008.696
22389,3.904,-21.472,973.072
22390,5.856,-22.448,990.152
22391,25.376,-11.224,1008.696
22392,18.056,-5.368,1016.504
22393,18.056,-21.472,1019.92
22394,5.856,-13.664,1005.768
22395,8.784,-16.104,1006.744
22396,23.912,-20.496,1012.6
22397,23.912,-11.224,1013.088
22398,14.152,-16.104,1015.528
22399,6.344,-7.32,996.984
22400,10.736,-14.64,979.904
22401,22.448,-8.296,963.312
22402,13.664,-0.976,963.8
22403,21.472,-16.104,989.176
22404,3.904,-3.416,1008.696
22405,6.832,-7.808,984.784
22406,18.544,-15.128,980.88
22407,13.176,-10.736,1021.384
22408,6.832,-14.152,1049.688
22409,0.976,-11.712,1042.368
22410,0.488,-7.808,1010.648
22411,4.392,-21.96,995.52
22412,1.952,-14.152,1016.016
22413,-7.32,-3.904,1037.0
22414,3.904,-16.104,1034.072
22415,-0.976,-14.64,994.056
22416,2.44,-21.96,945.744
22417,4.88,-20.496,971.12
22418,0.0,-11.712,1010.16
22419,6.832,-19.032,1028.704
22420,11.224,-28.792,1013.088
22421,0.976,-17.568,988.2
22422,5.856,-21.96,976.0
22423,8.296,-28.304,999.424
